name,full_name,age,club,club_id,league,league_id,height_ft,height_ft_decimal,weight_kg,position,secondary_positions,nationality,preferred_foot,potential,pace,shooting,passing,dribbling,defending,physicality,is_goalkeeper,schema
Y. Erique,Yeltzin Erique,22,LDU Quito,110986,Serie A,2018,"5'8""",5.64,64,LB,LM,Ecuador,Left,68,78.7,41.8,50.6,59.7,56.2,65,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
R. Donkor,Ronald Donkor,20,New York Red Bulls,689,Major League Soccer,39,"5'8""",5.68,68,CDM,CM,Ghana,Left,75,63.8,51.3,64.3,61.8,57.1,60.5,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
W. Burrell,Warren Burrell,35,Harrogate Town,112222,League Two,61,"5'10""",5.84,76,LB,"CB, CDM",England,Right,61,66.6,41.2,53,55.5,57.8,74,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
C. Vernam,Charles Vernam,28,Grimsby Town,92,League Two,61,"5'7""",5.58,74,LM,"RM, LW",England,Right,61,83.1,55.2,56,58.3,37,61.1,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
J. Leko,Jonathan Leko,26,Milton Keynes Dons,1798,League Two,61,"6'0""",5.97,75,ST,"RW, CAM",England,Right,62,85.5,59.2,58,58.8,55.9,61,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
L. Jakirović,Leon Jakirović,17,Dinamo Zagreb,211,Hrvatska nogometna liga,317,"6'3""",6.23,76,CB,LB,Croatia,Left,82,68.6,40.8,63,61.4,59,64.4,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
M. Al Thani,Mohamed Al Thani,28,Al Qadsiah FC,112391,Pro League,350,"5'9""",5.71,64,RB,RM,Saudi Arabia,Left,61,80.2,54.2,55.7,61.8,51.2,76,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
B. O'Neill,Brandon O'Neill,31,Perth Glory,111399,A-League Men,351,"5'10""",5.87,78,CM,CDM,Australia,Right,61,52,59.1,61.5,60.5,61,68,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Erick,Erick,21,Cercle Brugge KSV,1750,Pro League,4,"5'9""",5.77,70,RM,RB,Brazil,Right,73,66.2,44.1,61.7,63.5,60,58,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Z. Mitchell,Zach Mitchell,20,Hibernian,81,Premiership,50,"6'1""",6.07,82,CB,,England,Right,70,66.9,39,59,57.2,59.9,67.4,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
T. Diarra,Thiemoko Diarra,22,Stade de Reims,379,Ligue 2,17,"5'9""",5.77,65,LW,LM,Mali,Right,69,68,55.1,61.9,60.1,28,45,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
A. Skogmar,Adrian Skogmar,19,Malmö FF,320,Allsvenskan,56,"5'8""",5.64,70,RB,"CM, CDM, RM",Sweden,Right,73,64.2,36.5,58.7,61.2,54.2,73,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Roh Kyung Ho,Roh Kyung Ho,24,Suwon FC,112558,K League 1,83,"5'8""",5.64,70,CM,"CAM, CDM",Korea Republic,Right,66,71,62.4,59.2,63.4,53,70,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
L. Gómez,Lucas Gómez,21,Argentinos Juniors,111019,Liga Profesional de Fútbol,353,"5'11""",5.91,78,LM,"CM, LW",Argentina,Right,75,66.3,55.8,57.5,63.1,57,60.1,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
L. Popp,Leander Popp,20,Viktoria Köln,110645,3. Liga,2076,"5'11""",5.91,81,LM,"ST, LW",Germany,Right,75,76.1,58.8,52.9,62.1,31.3,59.5,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
S. Foley,Samuel Foley,38,Barrow,381,League Two,61,"6'0""",6,74,CB,"CDM, CM",Republic of Ireland,Right,61,35.3,54,59,60.9,60.1,68.1,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
T. Krouma,Thaer Krouma,35,Mumbai City FC,113300,Super League,2149,"6'2""",6.14,78,CB,"CDM, CM",Syria,Right,61,49.9,37.9,39,52.3,63.4,65,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
A. Hbouch,Abdel Hbouch,26,FC Annecy,115494,Ligue 2,17,"5'9""",5.77,65,CM,"CAM, RW",France,Right,63,64,49.7,67.3,61.1,46,58,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
J. Thomson,Jack Thomson,25,Kilmarnock,82,Premiership,50,"5'10""",5.84,75,CDM,CM,Scotland,Right,68,65.8,53.3,58.3,57.5,60.7,65.4,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
J. Hofmann,Jannik Hofmann,23,Rot-Weiss Essen,526,3. Liga,2076,"5'10""",5.81,75,RB,"RM, RW",Germany,Right,68,69.8,36.5,58.7,55.9,55.7,67,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
J. Maxwell,James Maxwell,23,Doncaster Rovers,142,League One,60,"5'10""",5.87,74,LB,,Scotland,Left,64,71.4,36.8,52,57.1,57.8,70.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
S. Diallo,Sadou Diallo,26,Derry City,445,Premier Division,65,"6'2""",6.17,82,CDM,CM,England,Right,61,53,60.2,63.3,60.1,57.9,57.6,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
A. Traoré,Adama Traoré,35,Melbourne Victory,111397,A-League Men,351,"5'7""",5.58,73,LB,LM,Côte d'Ivoire,Left,61,73.6,54.7,56,55.7,55.6,76,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
N. Niski,Nikodem Niski,23,Korona Kielce,111083,Ekstraklasa,66,"6'0""",5.97,76,LM,"RM, LW, LB",Poland,Right,66,74.1,54.8,56.1,59.5,48.9,73.1,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
B. Leroux,Beau Leroux,21,San Jose Earthquakes,111928,Major League Soccer,39,"6'0""",5.97,77,CM,CDM,United States,Right,72,68,55.6,62,61.7,58.9,65,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
M. Polster,Manuel Polster,22,FC Lausanne-Sport,1862,Super League,189,"6'0""",6,76,LM,LB,Austria,Left,68,88,53.9,57,56.2,34,57.7,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
L. Hermes,Lucas Hermes,25,SSV Jahn Regensburg,543,3. Liga,2076,"6'0""",5.97,87,ST,CAM,Germany,Right,64,66.3,60.8,57,59.1,57.8,68,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
H. Camara,Haroune Camara,27,Al Nassr,112139,Pro League,350,"6'0""",6.04,81,ST,RM,Saudi Arabia,Right,62,82.7,59.9,54,56.4,52.8,80.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
L. Ayina,Loick Ayina,22,Salford City,113926,League Two,61,"6'1""",6.07,70,CB,,Congo,Right,72,81.1,24,59,56.5,58.6,67.6,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
R. Popescu,Robert Popescu,22,FC Argeș,100759,Liga I,330,"6'2""",6.2,78,CAM,"LM, LW, CM",Romania,Right,65,69.5,59.4,59.5,62.4,50.8,64.3,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
C. Jones,Callum Jones,24,Dundee FC,180,Premiership,50,"5'10""",5.84,80,CDM,CM,Wales,Right,68,62.5,60.8,62.4,60.7,58.4,62,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
D. Capdevila,Diego Capdevila,22,Club Nacional de Football,111325,Primera División,338,"6'1""",6.07,78,GK,,Uruguay,Right,69,63,62,65,58,23.7,59,TRUE,DIV|HAN|KIC|REF|SPD|POS
F. Bagheria,Fabrizio Bagheria,24,Modena,1744,Serie B,32,"6'2""",6.2,78,GK,,Italy,Right,67,66,60,59,56.6,39.7,60,TRUE,DIV|HAN|KIC|REF|SPD|POS
R. Crichlow,Romoney Crichlow,26,Barnet,135,League Two,61,"6'0""",6.04,72,CB,,England,Left,64,63.1,41.4,50,53.6,61.4,68.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
L. Rose,Liam Rose,28,Macarthur FC,114604,A-League Men,351,"5'10""",5.84,72,CDM,"CM, RB",Australia,Right,61,71,54.5,60.1,58.4,57.6,71.5,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
T. O'Reilly,Tommi O'Reilly,21,Crewe Alexandra,121,League Two,61,"5'7""",5.58,63,RM,"CAM, RW",England,Left,68,67.6,55.6,57.3,59.9,50.9,66.6,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
D. Orellana,Diego Orellana,32,Deportes Iquique,112531,Primera Division,335,"5'9""",5.71,77,CDM,"RB, RM, CM",Chile,Right,61,64.1,53.8,62.4,57.4,57.6,67.5,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
M. Rivero,Mateo Rivero,20,Boston River,112868,Primera División,338,"6'3""",6.27,77,CB,,Uruguay,Right,72,56.9,19.8,40,53,63.4,65.1,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
M. Johnsgård,Markus Johnsgård,26,Hamarkameratene,1756,Eliteserien,41,"5'10""",5.84,75,CM,CAM,Norway,Left,63,58,59.9,61.8,60.3,59,58,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
E. da Silva Moreira,Eric da Silva Moreira,19,Rio Ave FC,744,Primeira Liga,308,"6'0""",6.04,82,RM,"RB, RW",Germany,Right,78,74.1,50.7,57.8,60.6,51.5,58,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
M. Wenig,Marcel Wenig,21,SSV Ulm 1846,110176,3. Liga,2076,"6'2""",6.17,80,CAM,"ST, CM",Germany,Right,74,61.8,56.8,65.1,60.6,36.8,55.3,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
E. Lindell,Erik Lindell,29,Degerfors IF,113892,Allsvenskan,56,"5'11""",5.94,71,RB,RM,Sweden,Right,61,76.8,35,55.6,57.9,53.3,81,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
E. Maurin,Evans Maurin,24,Grenoble Foot 38,1805,Ligue 2,17,"5'10""",5.87,77,ST,CAM,France,Right,68,69,60.4,63,60.7,52.8,58,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
C. Mélières,Cléo Mélières,20,FC Metz,68,Ligue 1,16,"5'9""",5.74,65,RB,RM,France,Right,73,67.8,36,53.7,54.8,59.9,58,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
B. Comley,Brandon Comley,29,Walsall,1803,League Two,61,"5'11""",5.91,72,CDM,CM,Montserrat,Right,61,60.3,63.3,58.2,55.9,59.8,70.8,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
A. Japaur,Alem Japaur,21,SC Verl,110501,3. Liga,2076,"6'4""",6.3,82,ST,,Bosnia and Herzegovina,Right,70,65.1,59.6,59,56.9,61.9,78.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
A. Furlanetto,Alessio Furlanetto,23,Lazio,46,Serie A,31,"6'3""",6.27,78,GK,,Italy,Right,66,63,60,58,60.2,39.7,55,TRUE,DIV|HAN|KIC|REF|SPD|POS
P. Quinton,Philip Quinton,25,Real Salt Lake,111065,Major League Soccer,39,"6'6""",6.5,93,CB,RB,United States,Left,66,52.7,23.7,53,43.9,59.6,73.6,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
D. Barrera,Diego Barrera,21,Central Cordoba SdE,112965,Liga Profesional de Fútbol,353,"5'7""",5.61,68,RM,RW,Argentina,Right,72,69.1,53.6,55.3,65.5,34.8,50.7,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
J. Janitzek,Justin Janitzek,21,SV Wehen Wiesbaden,492,3. Liga,2076,"6'4""",6.3,80,CB,"LM, LB, LW",Germany,Right,73,57.2,39.6,49,50.8,63.4,61.5,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
J. Lindekilde,Jonatan Lindekilde,19,Fredericia,15006,Superliga,1,"6'2""",6.17,78,CM,CAM,Denmark,Right,78,69,60.7,61.3,60.5,58.5,58,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
B. Close,Ben Close,28,Doncaster Rovers,142,League One,60,"5'9""",5.74,75,CM,CDM,England,Right,61,69,58.2,62.1,60.2,59,70,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
M. Simon,Máté Simon,18,Csíkszereda Miercurea Ciuc,114546,Liga I,330,"6'2""",6.17,79,GK,,Romania,Right,71,63,59,62,59.2,37.7,61,TRUE,DIV|HAN|KIC|REF|SPD|POS
L. Langhans,Leonard Langhans,26,1. FC Schweinfurt 05,583,3. Liga,2076,"5'7""",5.58,58,RB,RM,Germany,Right,62,72,51,63,63,53.9,61,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
J. Duffus,Joshua Duffus,20,AS Saint-Étienne,1819,Ligue 2,17,"5'11""",5.94,77,ST,RW,England,Right,77,76.4,61.7,56,61.7,44,70.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Rim Chang Woo,Rim Chang Woo,33,Jeju United FC,1478,K League 1,83,"6'0""",6.04,79,CB,"RB, RM",Korea Republic,Right,61,69.2,58,57,57.5,59,71.4,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Xavi Moreno,Xavi Moreno,20,Real Valladolid CF,462,La Liga 2,54,"5'9""",5.74,66,LW,LM,Spain,Left,71,66.3,56.7,60.6,60.7,17,47.8,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Barrachina,Barrachina,18,Real Zaragoza,244,La Liga 2,54,"6'1""",6.07,72,CB,LB,Spain,Left,81,62.7,31.7,66,52.5,63.4,58.3,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
R. Palomino,Rudy Palomino,26,Cienciano,111011,Liga 1,2020,"5'6""",5.48,65,CDM,CM,Peru,Left,63,62.5,54.2,62.3,59.7,60.6,52.7,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
L. Mendicino,Leonardo Mendicino,19,Reggiana,110740,Serie B,32,"6'0""",5.97,75,CDM,CM,Italy,Right,76,60.3,50.3,60.6,61.6,59.7,57.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Marcelo,Marcelo,22,Burgos CF,10846,La Liga 2,54,"5'11""",5.94,72,CDM,CM,Spain,Right,69,61.1,58.7,65.5,62.8,54.4,60.2,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
D. Butterworth,Daniel Butterworth,25,Swindon Town,1934,League Two,61,"6'0""",6,77,CAM,"ST, CM",England,Right,63,83.7,61.3,55.5,62.7,45.2,58.5,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
T. Sparrow,Thomas Sparrow,22,Motherwell FC,83,Premiership,50,"5'10""",5.81,74,RM,"RW, CM",Wales,Right,67,68.6,59.4,56.2,59.5,50.6,63.1,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
D. Gleiber,Daniel Gleiber,20,1. FSV Mainz 05,169,Bundesliga,19,"5'10""",5.84,72,CM,CAM,Germany,Left,76,55,55.4,63.7,64.7,45.7,51,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
T. Shade,Tyrese Shade,25,Burton Albion,15015,League One,60,"6'0""",6,76,LM,"RM, ST, LW",Saint Kitts and Nevis,Right,64,83.5,58.8,52.3,59,48.5,67.8,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
D. Hummel,David Hummel,23,FC Hansa Rostock,27,3. Liga,2076,"5'11""",5.91,80,ST,"RW, LW",Germany,Right,69,68.2,59.2,56,60.7,60.7,68,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
T. Heike,Tim Heike,25,MSV Duisburg,1825,3. Liga,2076,"6'2""",6.14,78,ST,"RM, RW",Germany,Right,66,66.5,64.8,51,58,50.9,67,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
M. François,Marlee François,22,Auckland FC,131739,A-League Men,351,"5'11""",5.94,72,LM,"RM, LW",Australia,Right,71,75.1,56.2,54.1,62.3,32.7,56,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
N. Binet,Nolan Binet,21,US Boulogne Cote d'Opale,111376,Ligue 2,17,"5'11""",5.91,75,CDM,CM,France,Right,69,59.7,46.6,59.7,58,59.3,67,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
R. Hutchinson,Reece Hutchinson,25,Crewe Alexandra,121,League Two,61,"5'10""",5.81,75,LB,LM,England,Left,65,68.9,41.8,58.9,56.5,54.5,70.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Chen Zhechao,Chen Zhechao,30,Wuhan Three Towns,116361,Super League,2012,"5'11""",5.91,72,LB,LM,China PR,Left,61,68.7,35.5,54,52.1,57.7,74,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
G. Lapslie,George Lapslie,27,Bradford City,1804,League One,60,"5'11""",5.91,74,CAM,CM,England,Right,61,63.7,58.1,62.2,62.1,57.9,64,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
M. Shelton,Mark Shelton,28,Barnet,135,League Two,61,"6'0""",6,74,CM,,England,Right,61,66,58.2,60.8,58.9,60,77,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
K. Pomorski,Krystian Pomorski,29,Wisła Płock,1569,Ekstraklasa,66,"5'10""",5.87,73,CAM,"CM, CDM",Poland,Right,61,65,58.1,65,57.6,40.7,57.1,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
D. Ankeye,David Ankeye,23,Virtus Entella,113147,Serie B,32,"6'3""",6.27,78,ST,,Nigeria,Right,68,67.1,58.5,61,60.7,58.8,69,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
N. Cavuoti,Nicolò Cavuoti,22,Cagliari,1842,Serie A,31,"5'10""",5.81,73,CAM,CM,Italy,Left,72,67.2,52.6,62.1,64.5,37,53,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
B. Mahamadou,Balde Mahamadou,18,PAOK,393,Super League,63,"6'0""",6.04,75,CAM,"LW, RW, CM",Spain,Right,80,75.5,51,65.4,61.1,34.4,55.4,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
M. Kovtalyuk,Mykola Kovtalyuk,30,FC Botoşani,110752,Liga I,330,"6'3""",6.27,84,ST,,Ukraine,Right,61,58.8,61.1,54,57.3,70.7,77,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
A. Barbotte,Alcides Barbotte,23,Guaraní,111329,División Profesional,337,"5'10""",5.84,74,RB,RM,Paraguay,Right,69,63.4,24.8,58.6,53.8,58.6,62,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
M. Mellon,Michael Mellon,21,Oldham Athletic,1920,League Two,61,"6'1""",6.07,77,ST,,Scotland,Right,74,71.4,61.8,57,59.1,55.8,69,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
M. Gueye,Mouhamed Gueye,20,Real Oviedo,110827,La Liga,53,"5'7""",5.61,68,RM,RW,Senegal,Right,74,82.1,52.7,56.1,58.8,41.6,62.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Osambela,Osambela,20,CA Osasuna,479,La Liga,53,"6'1""",6.1,78,CM,,Spain,Right,76,63,57.2,61.4,62.2,60.5,60,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
L. Landriel,Leonardo Landriel,30,Deportivo Riestra,115472,Liga Profesional de Fútbol,353,"5'8""",5.64,70,CM,"RM, RW",Argentina,Right,61,58,55.7,65.9,61.8,43,66,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
R. Mitongo Muteba,René Mitongo Muteba,17,Standard de Liège,232,Pro League,4,"6'2""",6.17,76,ST,,Belgium,Right,81,75.1,58.7,55,56.2,63.8,73,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
S. Hawsawi,Sanousi Hawsawi,27,Damac FC,113217,Pro League,350,"5'8""",5.64,68,RB,"LB, RM",Saudi Arabia,Right,62,89,27,50.9,51.6,52.9,88,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
A. Ersungur,Ali-Eren Ersungur,19,Karlsruher SC,1832,2. Bundesliga,20,"6'1""",6.07,75,CAM,CM,Türkiye,Right,77,66.7,52.8,62.1,62.1,33.2,56,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
O. Buch,Oscar Buch,28,Fredericia,15006,Superliga,1,"5'11""",5.91,72,LW,"RW, LM",Denmark,Right,61,70,61.6,59.8,58.8,20,60.1,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
J. Gölles,Julian Gölles,25,TSV Hartberg,2017,Bundesliga,80,"6'3""",6.23,76,RB,RM,Austria,Right,64,71.8,52.2,55.6,58.6,58,56,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
R. Boyce,Ronan Boyce,24,Derry City,445,Premier Division,65,"5'11""",5.91,74,RB,"RM, RW",Republic of Ireland,Right,65,65,45,58.1,57,57,71,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
S. Finley,Samuel Finley,32,Tranmere Rovers,15048,League Two,61,"5'7""",5.58,68,CM,CDM,England,Right,61,53,57,61.1,59.2,61.5,72,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
J. Barceló,Jaime Barceló,25,Deportivo Riestra,115472,Liga Profesional de Fútbol,353,"6'2""",6.17,78,GK,,Argentina,Right,64,63,56,62,62.6,27.7,57,TRUE,DIV|HAN|KIC|REF|SPD|POS
D. Zagorac,Danijel Zagorac,38,Dinamo Zagreb,211,Hrvatska nogometna liga,317,"6'1""",6.1,80,GK,,Croatia,Right,61,61,61,59,59.9,42.7,60,TRUE,DIV|HAN|KIC|REF|SPD|POS
K. Peralta,Kevin Peralta,28,Mushuc Runa,114615,Serie A,2018,"6'2""",6.2,79,CB,"RB, RM",Ecuador,Right,61,72.3,61.3,60,55.5,58.5,71.8,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
C. Slicker,Cieran Slicker,22,Barnet,135,League Two,61,"6'3""",6.27,82,GK,,Scotland,Right,71,60,62,60,58.9,26.3,59,TRUE,DIV|HAN|KIC|REF|SPD|POS
T. Mokwa,Tomasz Mokwa,32,Piast Gliwice,111086,Ekstraklasa,66,"6'0""",5.97,82,RB,"LB, RM",Poland,Right,61,52.4,39.2,60.3,61.7,58.1,66,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
M. Traoré,Maï Traoré,25,Notts County,1937,League Two,61,"6'1""",6.07,74,ST,,Guinea,Left,64,75.8,59.8,57,58.5,61.7,67,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
D. Kacuri,Dion Kacuri,21,FC Basel 1893,896,Super League,189,"6'2""",6.17,82,CM,CDM,Switzerland,Left,70,72,54.9,65.3,65,50.1,48,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
J. Goicochea,Juan Goicochea,20,Platense,112689,Liga Profesional de Fútbol,353,"6'1""",6.07,80,ST,RW,Peru,Right,72,57,63.1,60,59.5,50.8,76,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
C. Jenkinson,Carl Jenkinson,33,Bromley,112764,League Two,61,"6'1""",6.07,77,RB,CB,England,Right,61,57.4,48.8,57.7,60,59.5,64,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
T. Simpson,Tyreece Simpson,23,Stevenage,361,League One,60,"6'1""",6.1,85,ST,,England,Left,66,83.7,58.4,57,57.1,53,84,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Gorka Gorosabel,Gorka Gorosabel,19,Real Sociedad de Fútbol B,110711,La Liga 2,54,"5'10""",5.84,65,CM,,Spain,Right,77,64,55,61.6,66.3,58,55,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
A. Andresen,Aske Andresen,19,Silkeborg IF,270,Superliga,1,"6'6""",6.53,80,GK,,Denmark,Right,75,61,60,58,60,30.3,60,TRUE,DIV|HAN|KIC|REF|SPD|POS
A. Conteh,Alie Conteh,20,Strømsgodset IF,922,Eliteserien,41,"6'0""",5.97,72,ST,,Sierra Leone,Right,72,77.6,60.7,56,58.8,58.7,58,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
A. Zossou,Aristide Zossou,20,USL Dunkerque,111276,Ligue 2,17,"5'10""",5.84,68,LM,"CM, LW",Côte d'Ivoire,Right,76,76.1,54.6,55.9,61.3,39.4,59.4,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
K. Morris,Kieron Morris,31,Oldham Athletic,1920,League Two,61,"5'10""",5.84,71,LM,"CM, RM, LW",England,Left,61,67.5,56.2,57.8,60.5,50,71.6,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
A. Denholm,Aidan Denholm,21,Livingston FC,621,Premiership,50,"5'9""",5.74,68,CM,CAM,Scotland,Right,75,67,51.7,62.8,61.8,55.1,72,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
T. Abe,Taisei Abe,21,FC Luzern,897,Super League,189,"5'9""",5.74,71,CDM,CM,Japan,Left,68,65.4,62.3,58.8,60,60,61.1,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
J. Umolu,Jemiah Umolu,19,Bromley,112764,League Two,61,"6'3""",6.23,86,ST,,England,Left,76,70.7,60.9,56,56.9,57.8,80,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Ç. Kurukalıp,Çağtay Kurukalıp,23,Fatih Karagümrük,111117,Süper Lig,68,"5'8""",5.64,70,LB,"RB, LM",Türkiye,Left,70,76.6,37.5,58.5,57.4,55.8,59,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
Guilherme Zimovski,Guilherme Zimovski,20,Radomiak Radom,111088,Ekstraklasa,66,"5'9""",5.77,72,RM,RW,Brazil,Right,71,69.3,58,54.1,61.5,41.8,61.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
O. Maamma,Othmane Maamma,19,Watford,1795,Championship,14,"5'11""",5.91,78,RM,RW,Morocco,Right,75,70.3,57.3,53.5,63.7,35,59.3,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
S. Tracey,Shilow Tracey,27,Crewe Alexandra,121,League Two,61,"5'10""",5.87,76,ST,,England,Right,62,86.3,58.8,59,59.9,52.9,60,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
N. Jiménez,Néstor Jiménez,22,Caracas FC,110989,Primera Division,2019,"5'9""",5.74,66,ST,RW,Venezuela,Left,70,65.4,62.2,60,62.5,56.8,52,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
I. Visona,Ivo Visona,18,Platense,112689,Liga Profesional de Fútbol,353,"5'10""",5.84,71,ST,,Argentina,Right,74,75.7,60.8,48,58,56.8,63.9,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
B. Caicedo,Brayan Caicedo,18,FC Porto,236,Primeira Liga,308,"5'8""",5.68,68,RW,RM,Colombia,Right,76,62.7,59,55.3,64,28,41.7,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
T. Hernes,Travis Hernes,19,FC Groningen,1915,Eredivisie,10,"5'10""",5.84,72,CM,,Norway,Right,79,67,55.8,62.5,62.2,57,68,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
M. Achi,Mohamed Achi,23,Rodez Aveyron Football,111659,Ligue 2,17,"5'11""",5.94,72,CM,,France,Left,69,63,48.2,61.7,62.7,63,61,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
J. Mensah,Jeremiah Mensah,17,Bayer 04 Leverkusen,32,Bundesliga,19,"5'9""",5.77,68,CM,CAM,Germany,Right,81,69,55,61.9,65.8,55.6,60,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
L. Socka,Loïc Socka,26,Clermont Foot 63,1815,Ligue 2,17,"6'4""",6.33,82,ST,,France,Right,62,67.3,61,45,56.2,69.8,79,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
T. De Vlieger,Tibe De Vlieger,19,KAA Gent,674,Pro League,4,"6'0""",5.97,74,CAM,"RM, CM",Belgium,Right,75,65.9,58.4,60.3,61.6,38.1,48.3,FALSE,PAC|SHO|PAS|DRI|DEF|PHY
